product_id,product_name,product_description,cleaned_description
B08R69VDHT,"Pinnaclz Original Combo of 2 Micro USB Fast Charging Cable, USB Charging Cable for Data Transfer Perfect for Android Smart Phones White 1.2 Meter Made in India (Pack of 2)","[SYNC & CHARGE] : Ideal for charging and powering Micro USB port devices, as well as syncing data, photos and music.|[EASE OF USE] : Smoothly insert the Micro USB connector in a right way in your device.|[SYNC DATA] : Transfer data at high speeds.|[WARRANTY] : 6 Months hassle free warranty from the manufacturer.",sync charge ideal for charging and powering micro usb port devices as well as syncing data photos and music.ease of use smoothly insert the micro usb connector in a right way in your device.sync data transfer data at high speeds.warranty 6 months hassle free warranty from the manufacturer.
B09RWZRCP1,"boAt Type C A750 Stress Resistant, Tangle-free, Sturdy Flat Cable with 6.5A Fast Charging & 480Mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Rebellious Black)","The boAt Type C A750 cable is compatible with smartphones, tablets, PC peripherals, Bluetooth speakers, power banks and all other devices with Type-C ports.|It ensures 6.5A fast charging for all the latest charging protocols and data transmissions with rapid sync at 480 Mbps|The convenient flat cable design makes it tangle free, sturdy and invincible against external damage.|Its ultra-durable PVC housing shell housing and extended tail protection makes it last longer to give a 10000+ Bends Lifespan.|boAt's Type C A750 cable offers a perfect 1.5 meters in length for smooth & hassle-free user experience.|2 years warranty from the date of purchase.",the boat type c a750 cable is compatible with smartphones tablets pc peripherals bluetooth speakers power banks and all other devices with type-c ports.it ensures 6.5a fast charging for all the latest charging protocols and data transmissions with rapid sync at 480 mbpsthe convenient flat cable design makes it tangle free sturdy and invincible against external damage.its ultra-durable pvc housing shell housing and extended tail protection makes it last longer to give a 10000 bends lifespan.boats type c a750 cable offers a perfect 1.5 meters in length for smooth hassle-free user experience.2 years warranty from the date of purchase.
B09CMP1SC8,"Ambrane 2 in 1 Type-C & Micro USB Cable with 60W / 3A Fast Charging, 480 mbps High Data, PD Technology & Quick Charge 3.0, Compatible with All Type-C & Micro USB Devices (ABDC-10, Black)","Stay ahead and never miss out with a 3A fast charging speed for your devices|It supports Quick Charge 2.0/ 3.0 technology to keep your devices boosted up|Its sturdy design and braided cord are tough enough to withstand 10000+ bends|Crafted for convenience, it allows you to charge and sync data with just one cable|It is widely compatible with all types of Micro USB & Type-C enabled devices",stay ahead and never miss out with a 3a fast charging speed for your devicesit supports quick charge 2.0 3.0 technology to keep your devices boosted upits sturdy design and braided cord are tough enough to withstand 10000 bendscrafted for convenience it allows you to charge and sync data with just one cableit is widely compatible with all types of micro usb type-c enabled devices
B09YLXYP7Y,"Ambrane 60W / 3A Fast Charging Output Cable with Type-C to USB for Mobile, Neckband, True Wireless Earphone Charging, 480mbps Data Sync Speed, 1m Length (ACT - AZ10, Black)","Fast Charging Cable - The cable can support upto a charging speed of 3A making it the optimal cable for Quick Charge / Rapid Charge and Turbo Charge devices.|Reversible Connector – It has reversible type c connector that can be plugged in any direction, upside or downside.|Durable Cable- Using only premium quality materials and a tough, durable PVC Coating, the Ambrane USB cable is built for connecting and disconnecting over and over again without signal loss.|High Speed Data Transfer- 480 Mbps data transfer speed allows you to sync the data to the computer or other USB devices within few seconds.|Genuine USB Connectors- We use only certified and high-quality connectors ensuring not only the safety of the connected device but also reliable charging and high-speed data transmission.",fast charging cable - the cable can support upto a charging speed of 3a making it the optimal cable for quick charge rapid charge and turbo charge devices.reversible connector it has reversible type c connector that can be plugged in any direction upside or downside.durable cable- using only premium quality materials and a tough durable pvc coating the ambrane usb cable is built for connecting and disconnecting over and over again without signal loss.high speed data transfer- 480 mbps data transfer speed allows you to sync the data to the computer or other usb devices within few seconds.genuine usb connectors- we use only certified and high-quality connectors ensuring not only the safety of the connected device but also reliable charging and high-speed data transmission.
B09ZPM4C2C,TCL 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32S5205 (Black),"Resolution: HD Ready (1366 x 768) | Refresh Rate: 60 hertz|Connectivity: 2 HDMI Ports to connect set top box | 1 USB ports to connect hard drives or other USB devices | IR Port to control connected devices like DVD / STB Players|Sound: 16 Watts Output | Powerful Speakers with Dolby Audio|Smart TV Features : Android R 11 ,Packed with amazing smart features such as Google Voice Search, Google App Store and Built-in Chromecast. Google Play Store, YouTube, Google cast, Netflix.|Display : LED Smart TV | Ultra bright screen for flawless picture quality even in bright rooms|Warranty Information: 2 year comprehensive warranty provided by the manufacturer from date of purchase|Installation: For Installation, Wall Mounting, Demo Of This Product Once Delivered, Directly Contact Brand Support (Visit Brand website for Toll free numebrs) and Provide Product's Model Name And Seller's Details Mentioned On Your Invoice. The Service Center Will Allot You A Convenient Slot For The Service",resolution hd ready 1366 x 768 refresh rate 60 hertzconnectivity 2 hdmi ports to connect set top box 1 usb ports to connect hard drives or other usb devices ir port to control connected devices like dvd stb playerssound 16 watts output powerful speakers with dolby audiosmart tv features android r 11 packed with amazing smart features such as google voice search google app store and built-in chromecast. google play store youtube google cast netflix.display led smart tv ultra bright screen for flawless picture quality even in bright roomswarranty information 2 year comprehensive warranty provided by the manufacturer from date of purchaseinstallation for installation wall mounting demo of this product once delivered directly contact brand support visit brand website for toll free numebrs and provide products model name and sellers details mentioned on your invoice. the service center will allot you a convenient slot for the service
B0B2DJDCPX,"SWAPKART Fast Charging Cable and Data Sync USB Cable Compatible for iPhone 6/6S/7/7+/8/8+/10/11, 12, 13 Pro max iPad Air/Mini, iPod and iOS Devices (White)","[High Compatibility] : This iphone data cable supports with iPhone 6,6s,6 plus,6s plus,7 7 plus ,8 8plus,x,xs,11 pro max,12 mini pro max,13 mini pro max iPad Air, iPad mini, iPod Nano and iPod Touch|[Fast Charge&Data Sync ] : It can charge and sync simultaneously at a rapid speed, Compatible with any charging adaptor, multi-port charging station or power bank ,for fast charging ,fast adapter is must.|😍【Durable Spring Protection】：The easy-to-break connection port is protected by spring, which is a flexible and durable cable.You can use it with confidence.|【 Ultra High Quality】: According to the experimental results, the fishbone design can accept at least 20,000 bending and insertion tests for extra protection and durability. Upgraded 3D aluminum connector and exclusive laser welding technology, which to ensure the metal part won't break and also have a tighter connection which fits well even with a protective case on and will never loose connection.|【 Good After Sales Service】-Our friendly and reliable customer service will respond to you within 24 hours ! you can purchase with confidence,and every sale includes a 365-day worry-free Service to prove the importance we set on quality.",high compatibility this iphone data cable supports with iphone 66s6 plus6s plus7 7 plus 8 8plusxxs11 pro max12 mini pro max13 mini pro max ipad air ipad mini ipod nano and ipod touchfast chargedata sync it can charge and sync simultaneously at a rapid speed compatible with any charging adaptor multi-port charging station or power bank for fast charging fast adapter is must.durable spring protectionthe easy-to-break connection port is protected by spring which is a flexible and durable cable.you can use it with confidence. ultra high quality according to the experimental results the fishbone design can accept at least 20000 bending and insertion tests for extra protection and durability. upgraded 3d aluminum connector and exclusive laser welding technology which to ensure the metal part wont break and also have a tighter connection which fits well even with a protective case on and will never loose connection. good after sales service-our friendly and reliable customer service will respond to you within 24 hours ! you can purchase with confidenceand every sale includes a 365-day worry-free service to prove the importance we set on quality.
B0BCZCQTJX,Firestick Remote,"Compatible For Amazon Fire TV Stick (3rd Gen, 2021) | Compatible For Amazon Fire TV Stick Lite | Compatible For Amazon Fire TV Stick (2nd Gen) | Compatible For Amazon Fire TV Stick 4K | Compatible For Amazon Fire TV Stick 4K Max streaming device | Compatible For Amazon Fire TV Stick Plus (2021)|This is voice remote control, you need to pair it first before you use, and below is pairing steps: Press the Home button about 8-30 seconds until the LED starts to rapidly flash amber, then the remote should automatically pair with your device.|With standard navigation and playback controls, you can quickly skip to your favorite scenes.|Alexa funtion make it easily to find, launch and control all existing content you want, such as play music, view sports scores, check the weather, see live camera feeds, and control compatible smart home devices.",compatible for amazon fire tv stick 3rd gen 2021 compatible for amazon fire tv stick lite compatible for amazon fire tv stick 2nd gen compatible for amazon fire tv stick 4k compatible for amazon fire tv stick 4k max streaming device compatible for amazon fire tv stick plus 2021this is voice remote control you need to pair it first before you use and below is pairing steps press the home button about 8-30 seconds until the led starts to rapidly flash amber then the remote should automatically pair with your device.with standard navigation and playback controls you can quickly skip to your favorite scenes.alexa funtion make it easily to find launch and control all existing content you want such as play music view sports scores check the weather see live camera feeds and control compatible smart home devices.
B07LGT55SJ,"Wayona Usb Nylon Braided Data Sync And Charging Cable For Iphone, Ipad Tablet (Red, Black)","[High Compatibility] : Compatible For iPhone X/Xs Max/Xr, Phone 8/8 Plus,Phone 7/7 Plus,Phone 6s/6s Plus,Phone 6/6 Plus,5/5s/5c/SE,Pad Pro,Pad Air 1/2,Pad mini 1/2/3,Pod nano7,Pod touch and more devices.|[Fast Charge&Data Sync ] : It can charge and sync simultaneously at a rapid speed, Compatible with any charging adaptor, multi-port charging station or power bank.|[Durability] : Durable nylon braided design with premium aluminum housing and toughened nylon fiber wound tightly around the cord lending it superior durability and adding a bit to its flexibility.|[High Security Level ] : It is designed to fully protect your device from damaging excessive current.Copper core thick+Multilayer shielding, Anti-interference, Protective circuit equipment.|[WARRANTY] 12-months warranty and friendly customer services, ensures the long-time enjoyment of your purchase. If you meet any question or problem, please don't hesitate to contact us. (10am - 7pm Working days)",high compatibility compatible for iphone xxs maxxr phone 88 plusphone 77 plusphone 6s6s plusphone 66 plus55s5csepad propad air 12pad mini 123pod nano7pod touch and more devices.fast chargedata sync it can charge and sync simultaneously at a rapid speed compatible with any charging adaptor multi-port charging station or power bank.durability durable nylon braided design with premium aluminum housing and toughened nylon fiber wound tightly around the cord lending it superior durability and adding a bit to its flexibility.high security level it is designed to fully protect your device from damaging excessive current.copper core thickmultilayer shielding anti-interference protective circuit equipment.warranty 12-months warranty and friendly customer services ensures the long-time enjoyment of your purchase. if you meet any question or problem please dont hesitate to contact us. 10am - 7pm working days
B09NKZXMWJ,"Flix (Beetel) Usb To Type C Pvc Data Sync And 2A 480Mbps Data Sync, Tough Fast Charging Long Cable For Usb Type C Devices, Charging Adapter (White, 1 Meter) - Xcd-C12","Durable Pvc Outer Exterior: Pvc Cables Are Versatile, High In Tensile Strength, Flexible, And Good Conductors|Flix C12 Data And Charging Cable Is Equipped With A Type-C Usb Port, The Cable Supports Up To 2.4Amps Of Power Output For Powering And Fast Charging Your Smart Device|Type-C Usb Cable Is 1 Meter In Length, Optimized For Easy Use For Your Comfort At Home Or Office, Helps You To Overcome Distance Restrictions|Charge & Sync, This Usb Cable Can Charge And Data Sync Simultaneously At 480Mbps Speed, Compatible With All Devices With A C-Type Usb Port",durable pvc outer exterior pvc cables are versatile high in tensile strength flexible and good conductorsflix c12 data and charging cable is equipped with a type-c usb port the cable supports up to 2.4amps of power output for powering and fast charging your smart devicetype-c usb cable is 1 meter in length optimized for easy use for your comfort at home or office helps you to overcome distance restrictionscharge sync this usb cable can charge and data sync simultaneously at 480mbps speed compatible with all devices with a c-type usb port
B08QX1CC14,SKYWALL 81.28 cm (32 inches) HD Ready Smart LED TV 32SWELS-PRO (Black),Resolution: Full HD (1920 x 1080) | Refresh Rate: 60 hertz|Connectivity: 2 HDMI ports to connect set top box | Blu Ray players | gaming console | 2 USB ports to connect hard drives and other USB devices|Sound output: 30 Watts Output | Dolby Audio|Smart TV Features: Built|in Wi|Fi | Netflix | Google Play Store | YouTube | Chrome cast | Media center | with Google Voice Assistant | Android 9.O Based OS|Display: A+ Grade Panel | Micro Dimming | True Color | View Angle: 178 degree | 2K HDR10 | 16.7 Million(8bit)|Warranty Information: 1 Year warranty provided by Skywall from date of purchase.|Installation: Brand will contact for installation for this product once delivered. Contact brand Support for assistance @ (Please visit brand website for tollfree numbers) and provide product's model name and seller's details mentioned on your invoice. The service center will allot you a convenient slot for the service.|Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects | damage or features not matching the description provided.,resolution full hd 1920 x 1080 refresh rate 60 hertzconnectivity 2 hdmi ports to connect set top box blu ray players gaming console 2 usb ports to connect hard drives and other usb devicessound output 30 watts output dolby audiosmart tv features builtin wifi netflix google play store youtube chrome cast media center with google voice assistant android 9.o based osdisplay a grade panel micro dimming true color view angle 178 degree 2k hdr10 16.7 million8bitwarranty information 1 year warranty provided by skywall from date of purchase.installation brand will contact for installation for this product once delivered. contact brand support for assistance please visit brand website for tollfree numbers and provide products model name and sellers details mentioned on your invoice. the service center will allot you a convenient slot for the service.easy returns this product is eligible for replacement within 10 days of delivery in case of any product defects damage or features not matching the description provided.
B0974H97TJ,"boAt A 350 Type C Cable for Smartphone, Charging Adapter (1.5m, Carbon Black)","A 350 Offers Universal Compatibility With Smartphones, Tablets, Pc Peripherals, Bluetooth Speakers, Power Banks And All Other Devices With Type C Port|It Supports 3A Fast Charging For Extraordinary Efficiency. Durable Pvc Housing Lasts 6 Times Longer With 10000+ Bends Lifespan|The Cable Supports Data Transmissions With Rapid Sync At 480 Mbps|The Reversible Metallic Aluminium Tip Lets The User Connect Devices In A Carefree Manner|It Dons Premium Cotton Braided Skin That Makes It Sturdy And Invincible Against External Damage|With 10000+ Bends Lifespan The Cable Stays Stronger And Lasts Longer|A 350 Cable Is Designed With A Perfect 1.5 Meters In Length For Hassle Free Usage|2 years warranty from the date of purchase",a 350 offers universal compatibility with smartphones tablets pc peripherals bluetooth speakers power banks and all other devices with type c portit supports 3a fast charging for extraordinary efficiency. durable pvc housing lasts 6 times longer with 10000 bends lifespanthe cable supports data transmissions with rapid sync at 480 mbpsthe reversible metallic aluminium tip lets the user connect devices in a carefree mannerit dons premium cotton braided skin that makes it sturdy and invincible against external damagewith 10000 bends lifespan the cable stays stronger and lasts longera 350 cable is designed with a perfect 1.5 meters in length for hassle free usage2 years warranty from the date of purchase
B07GVGTSLN,"Wayona Usb Type C Fast Charger Cable Fast Charging Usb C Cable/Cord Compatible For Samsung Galaxy S10E S10 S9 S8 Plus S10+,Note 10 Note 9 Note 8,S20,M31S,M40,Realme X3,Pixel 2 Xl (3 Ft Pack Of 1,Grey)","Fast Charge & Data Sync: Fast charge& data transfer USB A to USB C, conforming to the USB Type C Specification version 1.1, 56kilohm, which ensure a safe charging at 4.8A Maximum. Charging and syncing 2 in 1, data transfer speed up to 480Mbps.|Extreme Durability: Over 10000 bending tests,This type c cable is far more durable than the same price, Premium nylon braided type c cable adds additional durability and tangle free.|Convenient Design:The light and space-saving 1M USB Type C cable, it’s perfect for your Home, the office desk, always keep your space tidy, super easy to carry and convenient for traveling, making your life more convenient.|Wide Compatibility: This USB A to USB C Charger Cable compatible with Samsung Galaxy S10e S10 S10 plus S9 S9 plus S8 S8 plus, Note 10 Note 10 plus Note9 note8, a40 a50 a70 a80 A3 A5 2017, Sony Xperia XZ3 XZ2 Premium XA2 XA1,XZ1, Moto G6 G6 plus G7 G7 power G7 play G7 plus Z Z2 Z3 X4, LG G8 G7 G6 G5 V40 V35 V30 V20, Googel Pixel 2 xl, HTC 10 U11.|Premium Service: Wayona promise you the reliable guarantee for your top rated USB C charger cords rope, and 24/7 customer service for our every client, please do not hesitate to reach us.",fast charge data sync fast charge data transfer usb a to usb c conforming to the usb type c specification version 1.1 56kilohm which ensure a safe charging at 4.8a maximum. charging and syncing 2 in 1 data transfer speed up to 480mbps.extreme durability over 10000 bending teststhis type c cable is far more durable than the same price premium nylon braided type c cable adds additional durability and tangle free.convenient designthe light and space-saving 1m usb type c cable its perfect for your home the office desk always keep your space tidy super easy to carry and convenient for traveling making your life more convenient.wide compatibility this usb a to usb c charger cable compatible with samsung galaxy s10e s10 s10 plus s9 s9 plus s8 s8 plus note 10 note 10 plus note9 note8 a40 a50 a70 a80 a3 a5 2017 sony xperia xz3 xz2 premium xa2 xa1xz1 moto g6 g6 plus g7 g7 power g7 play g7 plus z z2 z3 x4 lg g8 g7 g6 g5 v40 v35 v30 v20 googel pixel 2 xl htc 10 u11.premium service wayona promise you the reliable guarantee for your top rated usb c charger cords rope and 247 customer service for our every client please do not hesitate to reach us.
B09VCHLSJF,OnePlus 108 cm (43 inches) Y Series 4K Ultra HD Smart Android LED TV 43Y1S Pro (Black),"Resolution : 4K Ultra HD (3840x2160) | Refresh Rate : 60 Hertz|Connectivity: 3 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices | Dual-band Wi-Fi|Sound : 24 Watts Output | Dolby Audio | Dolby Atmos Decoding|Smart TV features: Android TV | OnePlus Connect Ecosystem| Google Assistant | Chromecast, Miracast, DLNA | Auto Low Latency Mode | Supported Apps : Netflix, Youtube, Prime Video, Hotstar, SonyLiv, Hungama, JioCinema, Zee5, Eros Now, Oxygen Play|Display : Bezel-less Design | Decoding of HDR10+ HDR10, HLG | 1 billion colors | Gamma Engine with MEMC|Warranty Information: 1 year comprehensive warranty and additional 1 year on panel provided by the manufacturer from date of purchase|Installation/Wall mounting/demo will be arranged by Amazon Home Services. For any other information, please contact Amazon customer support | Wall Mount is not included in the box and will be charged extra at the time of installation|Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided",resolution 4k ultra hd 3840x2160 refresh rate 60 hertzconnectivity 3 hdmi ports to connect set top box blu ray players gaming console 2 usb ports to connect hard drives and other usb devices dual-band wi-fisound 24 watts output dolby audio dolby atmos decodingsmart tv features android tv oneplus connect ecosystem google assistant chromecast miracast dlna auto low latency mode supported apps netflix youtube prime video hotstar sonyliv hungama jiocinema zee5 eros now oxygen playdisplay bezel-less design decoding of hdr10 hdr10 hlg 1 billion colors gamma engine with memcwarranty information 1 year comprehensive warranty and additional 1 year on panel provided by the manufacturer from date of purchaseinstallationwall mountingdemo will be arranged by amazon home services. for any other information please contact amazon customer support wall mount is not included in the box and will be charged extra at the time of installationeasy returns this product is eligible for replacement within 10 days of delivery in case of any product defects damage or features not matching the description provided
B0B1YZX72F,Acer 127 cm (50 inches) I Series 4K Ultra HD Android Smart LED TV AR50AR2851UDFL (Black),"Resolution : 4K Ultra HD (3840x2160) | Refresh Rate : 60 Hertz | 178 Degree wide viewing angle|Connectivity: Dual band Wifi | 2 way Bluetooth | HDMI ports 2.1 x 3 (HDMI 1 supports eARC) to connect personal computer, laptop, set top box, Blu-ray speakers or a gaming console | USB ports 2.0 x 1, 3.0 x 1 to connect hard drives or other USB device|Sound: 30 Watts Output | High Fidelity Speakers with Dolby Audio | 5 Sound Modes - Movie, Music, Standard, News, Sports|Smart Tv Features: Google certified Android TV 11 | Google Assistant | Chromecast built-in | Voice controlled Smart Remote | Hotkeys for Quick Access - Netflix, Prime Video, YouTube, Disney+Hotstar | 5 Picture Mode | 2GB RAM | 16GB Storage | 64bit Quad Core Processor|Display : 1.07 Billion colours | MEMC | Wide Colour Gamut+ | Intelligent Frame Stabilization Engine | Dynamic Signal Calibration | HDR10+ with HLG | UHD Upscaling | Super Brightness | Micro Dimming | Blue Light Reduction | 178 degree Wide viewing angle|Warranty Information: 2 years comprehensive warranty provided by the manufacturer from date of purchase|Installation: Installation/Wall mounting/demo will be arranged by AHS Team. For any other information, please contact Amazon customer support | Wall Mount is not included in the box and will be charged at the time of installation|Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description",resolution 4k ultra hd 3840x2160 refresh rate 60 hertz 178 degree wide viewing angleconnectivity dual band wifi 2 way bluetooth hdmi ports 2.1 x 3 hdmi 1 supports earc to connect personal computer laptop set top box blu-ray speakers or a gaming console usb ports 2.0 x 1 3.0 x 1 to connect hard drives or other usb devicesound 30 watts output high fidelity speakers with dolby audio 5 sound modes - movie music standard news sportssmart tv features google certified android tv 11 google assistant chromecast built-in voice controlled smart remote hotkeys for quick access - netflix prime video youtube disneyhotstar 5 picture mode 2gb ram 16gb storage 64bit quad core processordisplay 1.07 billion colours memc wide colour gamut intelligent frame stabilization engine dynamic signal calibration hdr10 with hlg uhd upscaling super brightness micro dimming blue light reduction 178 degree wide viewing anglewarranty information 2 years comprehensive warranty provided by the manufacturer from date of purchaseinstallation installationwall mountingdemo will be arranged by ahs team. for any other information please contact amazon customer support wall mount is not included in the box and will be charged at the time of installationeasy returns this product is eligible for replacement within 10 days of delivery in case of any product defects damage or features not matching the description
B092BJMT8Q,Samsung 108 cm (43 inches) Crystal 4K Series Ultra HD Smart LED TV UA43AUE60AKLXL (Black),"Resolution : Crystal 4K UHD (3840x2160) resolution | Refresh Rate : 60 Hertz|Connectivity: 3 HDMI ports to connect set top box, Blu-ray speakers or a gaming console | 1 USB ports to connect hard drives or other USB devices|Display: Ultra HD (4k) LED Panel | One Billion Colors | Air Slim Design | Supports HDR 10+ | PurColor | Mega Contarst | UHD Dimming | Auto Game Mode|Sound: 20 Watts Output | Powerful Speakers with Dolby Digital Plus | Q Symphony|Smart TV Features : Prime Video, Hotstar, Netflix, Zee5 and more | Tap View | PC Mode | Universal Guide | Web Browser | Screen Mirroring|Warranty Information: 1 Year warranty provided by manufacturer from date of purchase and 1 Year Additional on Panel|Installation: For requesting installation/wall mounting/demo of this product once delivered, please directly call Samsung support on [1800407267864 / 180057267864] and provide product's model name as well as seller's details mentioned on the invoice",resolution crystal 4k uhd 3840x2160 resolution refresh rate 60 hertzconnectivity 3 hdmi ports to connect set top box blu-ray speakers or a gaming console 1 usb ports to connect hard drives or other usb devicesdisplay ultra hd 4k led panel one billion colors air slim design supports hdr 10 purcolor mega contarst uhd dimming auto game modesound 20 watts output powerful speakers with dolby digital plus q symphonysmart tv features prime video hotstar netflix zee5 and more tap view pc mode universal guide web browser screen mirroringwarranty information 1 year warranty provided by manufacturer from date of purchase and 1 year additional on panelinstallation for requesting installationwall mountingdemo of this product once delivered please directly call samsung support on 1800407267864 180057267864 and provide products model name as well as sellers details mentioned on the invoice
B0BMXMLSMM,"Lapster 65W compatible for OnePlus Dash Warp Charge Cable , type c to c cable fast charging Data Sync Cable Compatible with One Plus 10R / 9RT/ 9 pro/ 9R/ 8T/ 9/ Nord & for All Type C Devices – Red, 1 Meter","-1 meter type c to c cable fast charging cable Convenient for all types of USB C Laptops, Tablets, And Smartphones.|-6.5 Amp USB C Cable compatibility with All 60W 45W 30W 18W 15W USB-C Power Adapters, Support Pd 3.0 And Qc 3.0 Fast Charge for Your Devices. Data Transfer Speed Is Up To 480Mbps Of USB 2.0. Note: Not Support Video Transfer.AM|-USB C To C Cable Support Warp Charge For One plus 8T, One plus 9/9 Pro, Too Fast Charge For MacBook Air 13 Inch 2020/2019/2018, For MacBook Pro 13/15/16 Inch AM|Compatiblity with type c to c cable fast charging cabe is Newest 2020/2019/2018/2017/2016, For iPad Mini 2021, For iPad Pro 12.9/11 Inch 2020, For Google Pixel 6/6 Pro/5/4A/4 Xl/4/3A Xl/3A/3 Xl/3/2 Xl/2, For Samsung Galaxy S21 Fe 5G/S20 Fe 5G/Note 20 Ultra/Note 20/S20/S20+/S20 Ultra, Galaxy Z Flip 3, Galaxy Z Fold 3, And More Devices.|65 watt type c cable is in Premium Silicon Coating, High-Quality, Prolong Bending Lifespan , Pure Copper Core, . Both USB C Connectors are Designed with An Advanced Emark Chip for Higher Efficiency & Safer Charging for Your One plus 8T. Output Delivery At 6.5A 10V Max, 65% Charging Capacity Only Takes 30 Minutes, Saving Your Valued Time.",-1 meter type c to c cable fast charging cable convenient for all types of usb c laptops tablets and smartphones.-6.5 amp usb c cable compatibility with all 60w 45w 30w 18w 15w usb-c power adapters support pd 3.0 and qc 3.0 fast charge for your devices. data transfer speed is up to 480mbps of usb 2.0. note not support video transfer.am-usb c to c cable support warp charge for one plus 8t one plus 99 pro too fast charge for macbook air 13 inch 202020192018 for macbook pro 131516 inch amcompatiblity with type c to c cable fast charging cabe is newest 20202019201820172016 for ipad mini 2021 for ipad pro 12.911 inch 2020 for google pixel 66 pro54a4 xl43a xl3a3 xl32 xl2 for samsung galaxy s21 fe 5gs20 fe 5gnote 20 ultranote 20s20s20s20 ultra galaxy z flip 3 galaxy z fold 3 and more devices.65 watt type c cable is in premium silicon coating high-quality prolong bending lifespan pure copper core . both usb c connectors are designed with an advanced emark chip for higher efficiency safer charging for your one plus 8t. output delivery at 6.5a 10v max 65 charging capacity only takes 30 minutes saving your valued time.
B07JH1C41D,"Wayona Nylon Braided (2 Pack) Lightning Fast Usb Data Cable Fast Charger Cord For Iphone, Ipad Tablet (3 Ft Pack Of 2, Grey)","[High Compatibility] : iPhone X/XsMax/Xr ,iPhone 8/8 Plus,iPhone 7/7 Plus,iPhone 6s/6s Plus,iPhone 6/6 Plus,iPhone 5/5s/5c/se,iPad Pro,iPad Air 1/2,iPad mini 1/2/3,iPod nano7,iPod touch and more apple devices.|[Fast Charge&Data Sync ] : It can charge and sync simultaneously at a rapid speed, Compatible with any charging adaptor, multi-port charging station or power bank.|[Durability] : Durable nylon braided design with premium aluminum housing and toughened nylon fiber wound tightly around the cord lending it superior durability and adding a bit to its flexibility.|[High Security Level ] : It is designed to fully protect your device from damaging excessive current.Copper core thick+Multilayer shielding, Anti-interference, Protective circuit equipment.",high compatibility iphone xxsmaxxr iphone 88 plusiphone 77 plusiphone 6s6s plusiphone 66 plusiphone 55s5cseipad proipad air 12ipad mini 123ipod nano7ipod touch and more apple devices.fast chargedata sync it can charge and sync simultaneously at a rapid speed compatible with any charging adaptor multi-port charging station or power bank.durability durable nylon braided design with premium aluminum housing and toughened nylon fiber wound tightly around the cord lending it superior durability and adding a bit to its flexibility.high security level it is designed to fully protect your device from damaging excessive current.copper core thickmultilayer shielding anti-interference protective circuit equipment.
B0141EZMAI,"Gizga Essentials USB WiFi Adapter for PC, 150 Mbps Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows, Mac OS & Linux Kernel | WPA/WPA2 Encryption Standards| Black","USB WiFi Adapter: Fast wireless transmission at up to 150 Mbps ideal for video streaming, gaming and internet calls|USB 2.0 Interface: Supports high speed USB 2.0 interface for a seamless experience|Advanced Security: Supports 64/128 WEP, WPA, PA2/WPA-PSK/WPA2-PSK(TKIP/AES) wireless security|Nano Design: High performing nano-size design for portability|Easy Installation: Includes quick installation and configuration guide",usb wifi adapter fast wireless transmission at up to 150 mbps ideal for video streaming gaming and internet callsusb 2.0 interface supports high speed usb 2.0 interface for a seamless experienceadvanced security supports 64128 wep wpa pa2wpa-pskwpa2-psktkipaes wireless securitynano design high performing nano-size design for portabilityeasy installation includes quick installation and configuration guide
B09Q5P2MT3,OnePlus 108 cm (43 inches) Y Series Full HD Smart Android LED TV 43 Y1S (Black),"Resolution : Full HD (1920x1080) | Refresh Rate : 60 Hertz|Connectivity: 2 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices | Dual-band Wi-Fi|Sound : 20 Watts Output | Dolby Audio | Dolby Atmos Decoding|Smart TV features: Latest Android TV 11, OnePlus Connect Ecosystem, Google Assistant, Chromecast, Miracast, DLNA, Auto Low Latency Mode | Supported Apps : Netflix, Youtube, Prime Video, Hotstar, SonyLiv, Hungama, JioCinema, Zee5, Eros Now, Oxygen Play|Display : Bezel-less Design | LED Panel | Anti-Aliasing | Gamma Engine | Decoding of HDR10+, HDR10, HLG|Warranty Information: 1 year comprehensive warranty and additional 1 year on panel provided by the manufacturer from date of purchase|Installation/Wall mounting/demo will be arranged by Amazon Home Services. For any other information, please contact Amazon customer support | Wall Mount is not included in the box and will be charged extra at the time of installation",resolution full hd 1920x1080 refresh rate 60 hertzconnectivity 2 hdmi ports to connect set top box blu ray players gaming console 2 usb ports to connect hard drives and other usb devices dual-band wi-fisound 20 watts output dolby audio dolby atmos decodingsmart tv features latest android tv 11 oneplus connect ecosystem google assistant chromecast miracast dlna auto low latency mode supported apps netflix youtube prime video hotstar sonyliv hungama jiocinema zee5 eros now oxygen playdisplay bezel-less design led panel anti-aliasing gamma engine decoding of hdr10 hdr10 hlgwarranty information 1 year comprehensive warranty and additional 1 year on panel provided by the manufacturer from date of purchaseinstallationwall mountingdemo will be arranged by amazon home services. for any other information please contact amazon customer support wall mount is not included in the box and will be charged extra at the time of installation
